club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,filename,url
1897,fc-hradec-kralove,FC Hradec Kralove,TS1,,28,27.1,6,21.4,2,FINEP Arena,9300,€-2.00m,David Horejs,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-hradec-kralove/startseite/verein/1897
19,brescia-calcio,Brescia Calcio,IT1,,28,25.1,12,42.9,1,Mario Rigamonti,19550,+€3.65m,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/brescia-calcio/startseite/verein/19
190,fc-kopenhagen,FC Copenhagen,DK1,,29,24.8,21,72.4,9,Parken - connected by 3,38065,+€2.20m,Jacob Neestrup,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
192,roda-jc-kerkrade,Roda JC Kerkrade,NL1,,25,24.0,9,36.0,0,Parkstad Limburg Stadion,19979,+€1.30m,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/roda-jc-kerkrade/startseite/verein/192
195,rosenborg-bk,Rosenborg Ballklub,NO1,,29,24.0,9,31.0,3,Lerkendal Stadion,21510,+€18.25m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/rosenborg-bk/startseite/verein/195
19657,vendsyssel-ff,Vendsyssel FF,DK1,,24,25.1,7,29.2,0,Nord Energi Arena,10000,€-20k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/vendsyssel-ff/startseite/verein/19657
19684,jeju-united,Jeju SK Football Club,RSK1,,32,26.5,4,12.5,0,Jeju World Cup Stadium,29791,+€338k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/jeju-united/startseite/verein/19684
197,ac-sparta-prag,AC Sparta Prague,TS1,,33,25.1,20,60.6,14,epet Arena,18243,+€5.30m,Brian Priske,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ac-sparta-prag/startseite/verein/197
19771,akhisarspor,Akhisarspor,TR1,,14,21.0,0,,0,Spor Toto Akhisar Stadyumu,12139,+€5k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/akhisarspor/startseite/verein/19771
19775,cd-riestra,Asociación de Fomento Deportivo Riestra Barrio Colón,ARG1,,33,29.7,3,9.1,0,Guillermo Laza,10000,€-430k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/cd-riestra/startseite/verein/19775
19789,yeni-malatyaspor,Yeni Malatyaspor,TR1,,10,22.9,1,10.0,0,Yeni Malatya Stadyumu,25745,+€778k,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/yeni-malatyaspor/startseite/verein/19789
199,corinthians-sao-paulo,Sport Club Corinthians Paulista,BRA1,,34,27.2,7,20.6,3,Neo Química Arena,49205,+€2.19m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/corinthians-sao-paulo/startseite/verein/199
20,bursaspor,Bursaspor,TR1,,26,21.4,0,,0,Bursa Büyükşehir Belediye Stadyumu,43361,+-0,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/bursaspor/startseite/verein/20
200,fc-utrecht,FC Utrecht,NL1,,31,23.8,21,67.7,2,"Stadion ""Galgenwaard""",23750,€-2.00m,Ron Jans,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-utrecht/startseite/verein/200
20100,fc-vestsjaelland,FC Vestsjaelland,DK1,,0,,0,,0,Harboe Arena,10000,+-0,,2014,../data/raw/transfermarkt-scraper/2014/clubs.json.gz,https://www.transfermarkt.co.uk/fc-vestsjaelland/startseite/verein/20100
202,fc-groningen,FC Groningen,NL1,,24,23.4,9,37.5,3,Euroborg,22550,+€1.55m,Dick Lukkien,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-groningen/startseite/verein/202
2029,ceara-sporting-club,Ceará Sporting Club,BRA1,,29,28.0,2,6.9,0,Estádio Governador Plácido Castelo,63904,+€2.30m,Anderson Batatais,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/ceara-sporting-club/startseite/verein/2029
2036,1-fc-heidenheim-1846,1. Fußballclub Heidenheim 1846,L1,,29,26.5,7,24.1,2,Voith-Arena,15000,+€7.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/1-fc-heidenheim-1846/startseite/verein/2036
204,lierse-sk,Lierse SK (- 2018),BE1,,0,,0,,0,Herman Vanderpoortenstadion,14538,+-0,,2014,../data/raw/transfermarkt-scraper/2014/clubs.json.gz,https://www.transfermarkt.co.uk/lierse-sk/startseite/verein/204
20590,rionegro-aguilas,Rionegro Águilas,COL1,,25,27.7,2,8.0,0,Estadio Cincuentenario,4000,+-0,José Luis García,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/rionegro-aguilas/startseite/verein/20590
206,brondby-if,Bröndby IF,DK1,,30,25.5,13,43.3,3,Brøndby Stadion,28000,€-2.80m,Frederik Birk,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
2063,club-atletico-huracan,Club Atlético Huracán,ARG1,,30,27.8,7,23.3,2,Tomás Adolfo Ducó,43482,+€7.42m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-atletico-huracan/startseite/verein/2063
20698,balikesirspor,Balikesirspor,TR1,,22,22.0,1,4.5,0,Balıkesir Atatürk,15800,+-0,,2014,../data/raw/transfermarkt-scraper/2014/clubs.json.gz,https://www.transfermarkt.co.uk/balikesirspor/startseite/verein/20698
2079,veria-nps,Veria NPS,GR1,,29,24.3,4,13.8,0,Dimotiko Stadio Verias,6350,+-0,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/veria-nps/startseite/verein/2079
20887,fk-jedinstvo-ub,FK Jedinstvo Ub,SER1,,29,21.2,9,31.0,1,Stadion Dragan Dzajic,4000,+€1.17m,Ivan Radovanovic,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/fk-jedinstvo-ub/startseite/verein/20887
209,club-atletico-river-plate,Club Atlético River Plate,ARG1,,37,26.5,9,24.3,15,Mâs Monumental,85018,+€22.93m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-atletico-river-plate/startseite/verein/209
210,gremio-porto-alegre,Grêmio Foot-Ball Porto Alegrense,BRA1,,34,26.5,11,32.4,3,Arena do Grêmio,60540,€-6.38m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gremio-porto-alegre/startseite/verein/210
21101,kristiansund-bk,Kristiansund Ballklubb,NO1,,25,23.6,9,36.0,0,Nordmøre stadion,4444,+€800k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kristiansund-bk/startseite/verein/21101
2118,wisla-plock,Wisla Plock,PL1,,25,27.7,11,44.0,3,ORLEN Stadion im. Kazimierza Górskiego,15004,€-700k,Mariusz Misiura,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/wisla-plock/startseite/verein/2118
2125,esporte-clube-vitoria,Esporte Clube Vitória,BRA1,,39,28.3,7,17.9,0,Estádio Manoel Barradas,30793,+€1.36m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-vitoria/startseite/verein/2125
21459,gangwon-fc,Gangwon Football Club,RSK1,,44,23.8,2,4.5,5,Gangneung High1 Arena,21416,€-388k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gangwon-fc/startseite/verein/21459
2157,fc-blau-weiss-linz,FC Blau-Weiss Linz,A1,,21,25.3,4,19.0,0,Hofmann Personal Stadion,5595,+€500k,Mitja Mörec,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-blau-weiss-linz/startseite/verein/2157
218,san-jose-earthquakes,San Jose Earthquakes,MLS1,,30,26.2,10,33.3,3,PayPal Park,18000,+€580k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/san-jose-earthquakes/startseite/verein/218
21957,ao-platanias,AO Platanias,GR1,,0,,0,,0,Dimotiko Gipedo Perivolia,3700,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/ao-platanias/startseite/verein/21957
21975,mito-hollyhock,Football Club Mito HollyHock,JAP1,,34,26.2,3,8.8,0,K's denki Stadium Mito,12000,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mito-hollyhock/startseite/verein/21975
221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221
22110,fc-helsingor,FC Helsingör,DK1,,23,24.6,4,17.4,1,Helsingør Ny Stadion,4000,+€320k,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/fc-helsingor/startseite/verein/22110
22171,fagiano-okayama,Fagiano Okayama Sports Club,JAP1,,32,27.2,4,12.5,1,JFE Hare no Kuni Stadium,20000,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fagiano-okayama/startseite/verein/22171
2227,sk-tavriya-simferopol,SK Tavriya Simferopol ( - 2022),UKR1,,0,,0,,0,RS Lokomotiv,19978,+-0,,2013,../data/raw/transfermarkt-scraper/2013/clubs.json.gz,https://www.transfermarkt.co.uk/sk-tavriya-simferopol/startseite/verein/2227
223,hnk-sibenik,HNK Sibenik,KR1,,15,26.4,1,6.7,0,Subicevac,3701,+€250k,Mario Carevic,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/hnk-sibenik/startseite/verein/223
22381,al-raed,Al-Raed SFC,SA1,,22,27.1,6,27.3,1,Al-Raed Club Stadium,5000,+€4.23m,Odair Hellmann,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/al-raed/startseite/verein/22381
2239,us-cremonese,US Cremonese,IT1,,33,26.0,8,24.2,4,Giovanni Zini,16003,€-2.70m,Giovanni Persico,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/us-cremonese/startseite/verein/2239
2241,kashima-antlers,Kashima Antlers FC,JAP1,,29,27.1,5,17.2,3,Kashima Soccer Stadium,40728,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kashima-antlers/startseite/verein/2241
22431,stal-mielec,Stal Mielec,PL1,,26,26.6,9,34.6,0,Stadion Miejski imienia Grzegorza Lato w Mielcu,6864,+-0,Kamil Kieres,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/stal-mielec/startseite/verein/22431
2282,fc-brugge,Club Brugge KV,BE1,,27,23.5,16,59.3,12,Jan Breydelstadion,29062,+€22.00m,Nicky Hayen,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
2288,swansea-city,Swansea City,GB1,,22,24.8,17,77.3,4,Swansea.com Stadium,21088,+€8.35m,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/swansea-city/startseite/verein/2288
22902,alianza-petrolera,Alianza FC,COL1,,28,27.6,2,7.1,0,Estadio Armando Maestre Pavajeau,11500,+-0,Hubert Bodhert,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/alianza-petrolera/startseite/verein/22902
2292,elazigspor,Elazigspor,TR1,,28,25.3,0,,0,Elazığ Stadyumu,23000,+-0,,2013,../data/raw/transfermarkt-scraper/2013/clubs.json.gz,https://www.transfermarkt.co.uk/elazigspor/startseite/verein/2292
2293,konyaspor,Konyaspor,TR1,,25,26.1,8,32.0,3,Medaş Konya Büyükşehir Stadyumu,41600,€-550k,Recep Uçar,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
23,eintracht-braunschweig,Eintracht Braunschweig,L1,,30,25.6,11,36.7,2,EINTRACHT-Stadion,23325,+€750k,,2013,../data/raw/transfermarkt-scraper/2013/clubs.json.gz,https://www.transfermarkt.co.uk/eintracht-braunschweig/startseite/verein/23
2300,jagiellonia-bialystok,Jagiellonia Bialystok,PL1,,24,24.2,12,50.0,1,Chorten Arena,22372,+€5.70m,Adrian Siemieniec,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/jagiellonia-bialystok/startseite/verein/2300
2311,sk-sigma-olmutz,"SK Sigma Olomouc, a.s.",TS1,,32,25.3,15,46.9,6,Andrův stadion,12451,€-19.03m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sk-sigma-olmutz/startseite/verein/2311
23184,kfum-kameratene-oslo,KFUM-Kameratene Oslo,NO1,,27,27.1,3,11.1,2,KFUM Arena,3300,+€2.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kfum-kameratene-oslo/startseite/verein/23184
232,spartak-moskau,FK Spartak Moskva,RU1,,26,27.1,12,46.2,13,Lukoil Arena,44571,€-27.06m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
2323,orduspor,Orduspor,TR1,,3,20.0,0,,0,19 Eylül Stadyum,11024,+-0,,2012,../data/raw/transfermarkt-scraper/2012/clubs.json.gz,https://www.transfermarkt.co.uk/orduspor/startseite/verein/2323
234,feyenoord-rotterdam,Feyenoord Rotterdam,NL1,,37,25.3,20,54.1,13,"Stadion Feyenoord ""De Kuip""",47500,€-12.20m,Robin van Persie,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/feyenoord-rotterdam/startseite/verein/234
235,rkc-waalwijk,RKC Waalwijk,NL1,,31,24.7,9,29.0,6,Mandemakers Stadion,7186,+€4.15m,Henk Fraser,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/rkc-waalwijk/startseite/verein/235
2350,millonarios-fc,Millonarios FC,COL1,,28,30.0,5,17.9,1,Estadio Nemesio Camacho (El Campín),36343,+€3.12m,Alberto Gamero,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/millonarios-fc/startseite/verein/2350
2352,cd-america-de-cali,CD América de Cali,COL1,,27,28.3,4,14.8,2,Estadio Olímpico Pascual Guerrero,42300,+€4.69m,Jorge da Silva,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/cd-america-de-cali/startseite/verein/2352
23568,machida-zelvia,Zelvia,JAP1,,26,28.6,7,26.9,4,Machida GION Stadium,15320,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/machida-zelvia/startseite/verein/23568
23581,v-varen-nagasaki,V-Varen Nagasaki,JAP1,,34,28.2,8,23.5,1,Peace Stadium connected by SoftBank,20027,€-900k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/v-varen-nagasaki/startseite/verein/23581
23611,olimpik-donetsk,Olimpik Donetsk,UKR1,,0,,0,,0,NTK im. B. M. Bannikova,1678,+-0,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/olimpik-donetsk/startseite/verein/23611
2362,slaven-belupo-koprivnica,Slaven Belupo Koprivnica,KR1,,42,25.7,10,23.8,3,Gradski Stadion Ivan Kusek Apas,5000,+€800k,Mario Gregurina,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/slaven-belupo-koprivnica/startseite/verein/2362
237,rcd-mallorca,RCD Mallorca,ES1,,24,27.3,9,37.5,6,Mallorca Son Moix,25736,+€28.20m,Jagoba Arrasate,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/rcd-mallorca/startseite/verein/237
2375,altay-sk,Altay SK,TR1,,31,25.3,3,9.7,0,Alsancak Mustafa Denizli Stadı,15000,+€1.42m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/altay-sk/startseite/verein/2375
238,lech-posen,Lech Poznan,PL1,,28,25.3,16,57.1,6,Enea Poznań,42837,€-5.20m,Niels Frederiksen,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/lech-posen/startseite/verein/238
2381,sivasspor,Sivasspor,TR1,,26,26.8,9,34.6,3,BG Grup 4 Eylül Stadyumu,27817,+€2.00m,Bülent Uygun,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/sivasspor/startseite/verein/2381
23826,rasenballsport-leipzig,RB Leipzig,L1,,33,23.9,22,66.7,12,Red Bull Arena,47069,+€22.25m,Ole Werner,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/rasenballsport-leipzig/startseite/verein/23826
239,viking-stavanger,Viking Fotballklubb,NO1,,25,26.1,7,28.0,4,Lyse Arena,15900,€-1.18m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/viking-stavanger/startseite/verein/239
24,eintracht-frankfurt,Eintracht Frankfurt,L1,,32,25.1,21,65.6,15,Deutsche Bank Park,59500,+€52.40m,Dino Toppmöller,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/eintracht-frankfurt/startseite/verein/24
2402,defensa-y-justicia,Club Social y Deportivo Defensa y Justicia,ARG1,,29,26.2,8,27.6,1,Norberto Tomaghello,18750,+€3.19m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/defensa-y-justicia/startseite/verein/2402
2407,cf-monterrey,CF Monterrey,MEX1,,29,27.9,9,31.0,4,Estadio BBVA,53500,€-7.00m,Domènec Torrent,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/cf-monterrey/startseite/verein/2407
2410,zska-moskau,PFK CSKA Moskva,RU1,,28,24.0,11,39.3,9,VEB Arena,30114,€-1.00m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
2414,ac-horsens,AC Horsens,DK1,,19,25.1,9,47.4,4,Nordstern Arena Horsens,10400,+-0,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/ac-horsens/startseite/verein/2414
2417,ca-belgrano,Club Atlético Belgrano,ARG1,,27,27.6,4,14.8,1,Julio César Villagra,38550,+€5.64m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ca-belgrano/startseite/verein/2417
242,fc-winterthur,FC Winterthur,C1,,27,25.1,8,29.6,0,Schützenwiese,8700,+-0,Uli Forte,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-winterthur/startseite/verein/242
2420,vitoria-guimaraes-sc,Vitória Guimarães SC,PO1,,27,24.5,16,59.3,3,Estádio D. Afonso Henriques,30029,+€18.50m,Luís Pinto,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
2423,cd-santa-clara,CD Santa Clara,PO1,,35,25.3,23,65.7,1,Estádio de São Miguel,12500,+€7.78m,Vasco Matos,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
2424,gil-vicente-fc,Gil Vicente FC,PO1,,27,24.9,20,74.1,3,Estádio Cidade de Barcelos,12046,+€5.33m,César Peixoto,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
24245,umraniyespor,Ümraniyespor,TR1,,12,25.8,3,30.0,1,Ümraniye Belediyesi Şehir Stadı,3513,+-0,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/umraniyespor/startseite/verein/24245
2425,rio-ave-fc,Rio Ave FC,PO1,,25,24.5,24,96.0,4,Estádio do Rio Ave FC,5300,€-600k,Sotiris Sylaidopoulos,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/rio-ave-fc/startseite/verein/2425
2431,cf-estrela-amadora-sad,CF Estrela Amadora,PO1,,29,24.4,24,82.8,3,Estádio José Gomes,9288,€-1.00m,José Faria,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/cf-estrela-amadora-sad/startseite/verein/2431
2439,kuban-krasnodar,Kuban Krasnodar (-2018),RU1,,0,,0,,0,Kuban Stadium,31654,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/kuban-krasnodar/startseite/verein/2439
244,olympique-marseille,Olympique Marseille,FR1,,26,27.9,25,96.2,12,Orange Vélodrome,67394,€-40.10m,Roberto De Zerbi,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
2440,d-c-united,D.C. United,MLS1,,26,25.9,12,46.2,5,Audi Field,20000,€-11.29m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/d-c-united/startseite/verein/2440
2441,aek-athen,Athlitiki Enosi Konstantinoupoleos,GR1,,30,28.7,24,80.0,14,Allwyn Arena,32500,€-15.45m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
2446,wsg-tirol,WSG Tirol,A1,,22,23.6,8,36.4,0,Tivoli Stadion Tirol,15400,+-0,Philipp Semlic,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/wsg-tirol/startseite/verein/2446
2448,sporting-gijon,Sporting Gijón,ES1,,28,26.2,10,35.7,2,El Molinón - Enrique Castro Quini,29029,+€5.23m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/sporting-gijon/startseite/verein/2448
2451,inverness-caledonian-thistle-fc,Inverness Caledonian Thistle FC,SC1,,26,24.5,9,34.6,0,Tulloch Caledonian Stadium,7750,+-0,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/inverness-caledonian-thistle-fc/startseite/verein/2451
2457,belenenses-sad,B SAD,PO1,,25,24.2,13,52.0,4,Estádio Nacional do Jamor,37593,+€1.80m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/belenenses-sad/startseite/verein/2457
24575,hnk-gorica,HNK Gorica,KR1,,35,24.7,9,25.7,0,SRC Velika Gorica,5050,+-0,Mario Carevic,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/hnk-gorica/startseite/verein/24575
2462,fluminense-rio-de-janeiro,Fluminense Football Club,BRA1,,33,29.7,11,33.3,4,Estádio Jornalista Mário Filho,82238,€-6.76m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fluminense-rio-de-janeiro/startseite/verein/2462
2477,karpaty-lviv,Karpaty Lviv (-2021),UKR1,,0,,0,,0,Stadion Ukraina,28051,+-0,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/karpaty-lviv/startseite/verein/2477
2497,real-oviedo,Real Oviedo,ES1,,21,26.4,7,33.3,3,Carlos Tartiere,30500,€-200k,Veljko Paunovic,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/real-oviedo/startseite/verein/2497
2503,boavista-porto-fc,Boavista FC,PO1,,9,26.8,2,22.2,0,Estádio do Bessa Século XXI,28263,+€100k,Cristiano Bacci,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
25184,club-atletico-barracas-central,Club Atlético Barracas Central,ARG1,,29,28.8,7,24.1,2,Claudio Chiqui Tapia,18000,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-atletico-barracas-central/startseite/verein/25184
252,genua-cfc,Genoa CFC,IT1,,31,24.0,20,64.5,7,Luigi Ferraris,34901,€-5.40m,Patrick Vieira,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/genua-cfc/startseite/verein/252
2521,fc-alverca,FC Alverca,PO1,,23,24.2,19,82.6,1,Complexo Desportivo FC Alverca,6932,+-0,Custódio,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-alverca/startseite/verein/2521
25467,philadelphia-union,Philadelphia Union,MLS1,,29,23.8,10,34.5,4,Subaru Park,18500,€-3.65m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/philadelphia-union/startseite/verein/25467
255,legia-warschau,Legia Warszawa,PL1,,25,26.4,12,48.0,5,Stadion Miejski im. Marszałka Józefa Piłsudskiego,31103,+€4.50m,Edward Iordănescu,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/legia-warschau/startseite/verein/255
2553,kilmarnock-fc,Kilmarnock FC,SC1,,24,26.1,16,66.7,5,"BBSP Stadium, Rugby Park",18128,+-0,Stuart Kettlewell,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/kilmarnock-fc/startseite/verein/2553
25580,melbourne-city-fc,Melbourne City FC,AUS1,,26,23.2,3,11.5,4,AAMI Park,30050,+-0,Aurelio Vidmar,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/melbourne-city-fc/startseite/verein/25580
257,fc-st-gallen-1879,FC St. Gallen 1879,C1,,30,24.2,20,66.7,3,kybunpark,20660,+€2.70m,Enrico Maaßen,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-st-gallen-1879/startseite/verein/257
